hotel,arrival_date_year,arrival_date_month,arrival_date_day_of_month,adults,children,babies,country,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,1,0,ESP,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,IRL,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,3,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,IRL,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,3,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,CN,,,,,,,,,
Resort Hotel,2015,July,26,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,3,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,2,2,0,ESP,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,RUS,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,27,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,3,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,28,2,1,0,GBR,,,,,,,,,
Resort Hotel,2015,July,28,2,1,0,USA,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,28,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,RUS,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,NOR,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,USA,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,3,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,1,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,30,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,30,3,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,2,0,ESP,,,,,,,,,
Resort Hotel,2015,July,30,2,1,0,BRA,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,CHE,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,CHE,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,1,0,0,IRL,,,,,,,,,
Resort Hotel,2015,July,31,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,1,0,0,NLD,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,BEL,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,IRL,,,,,,,,,
Resort Hotel,2015,August,1,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,August,1,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,3,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,August,1,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,2,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,2,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,2,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,2,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,2,3,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,2,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,August,2,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,2,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,2,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,August,2,2,0,0,IRL,,,,,,,,,
Resort Hotel,2015,August,2,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,2,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,3,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,August,3,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,3,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,3,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,3,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,3,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,August,3,2,0,0,IRL,,,,,,,,,
Resort Hotel,2015,August,3,2,0,1,PRT,,,,,,,,,
Resort Hotel,2015,August,3,1,0,0,GBR,,,,,,,,,
Resort Hotel,2015,August,3,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,3,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,4,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,4,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,4,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,4,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,4,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,4,2,0,1,PRT,,,,,,,,,
Resort Hotel,2015,August,4,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,4,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,4,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,August,4,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,4,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,August,4,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,August,4,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,4,2,0,0,RUS,,,,,,,,,
Resort Hotel,2015,August,5,3,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,5,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,5,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,5,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,August,5,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,5,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,5,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,5,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,August,5,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,5,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,5,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,5,3,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,5,2,0,1,PRT,,,,,,,,,
Resort Hotel,2015,August,5,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,6,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,6,2,0,0,FRA,,,,,,,,,
Resort Hotel,2015,August,6,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,6,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,6,2,2,0,ESP,,,,,,,,,
Resort Hotel,2015,August,6,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,6,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,August,6,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,6,3,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,6,2,0,0,ROU,,,,,,,,,
Resort Hotel,2015,August,6,2,0,0,RUS,,,,,,,,,
Resort Hotel,2015,August,6,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,August,6,3,1,0,IRL,,,,,,,,,
Resort Hotel,2015,August,7,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,7,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,7,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,August,7,2,1,0,IND,,,,,,,,,
Resort Hotel,2015,August,7,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,7,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,7,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,August,7,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,7,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,7,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,August,7,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,7,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,7,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,7,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,August,7,2,0,0,IRL,,,,,,,,,
Resort Hotel,2015,August,7,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,7,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,August,7,2,1,1,PRT,,,,,,,,,
Resort Hotel,2015,August,7,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,7,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,7,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,7,2,0,0,NLD,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,CHN,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,CHE,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,August,8,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,USA,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,FRA,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,8,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,August,8,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,August,8,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,8,2,0,1,PRT,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,IRL,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,8,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,8,2,0,0,FRA,,,,,,,,,
Resort Hotel,2015,August,9,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,9,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,9,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,9,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,August,9,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,9,2,0,0,FRA,,,,,,,,,
Resort Hotel,2015,August,9,2,0,0,USA,,,,,,,,,
Resort Hotel,2015,August,9,2,0,0,CN,,,,,,,,,
Resort Hotel,2015,August,9,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,9,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,9,2,0,0,MEX,,,,,,,,,
Resort Hotel,2015,August,9,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,9,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,9,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,August,9,2,1,1,ESP,,,,,,,,,